id,name,names_in_dataset,all_names_in_cluster,name_cluster_id,starts_with,ends_with,is_ongoing,first_added_dataset,first_added_year,annotation,common_name,datasets.id,family,french_name,genus,order,rank,scientificName,species,status_accidental,status_extinct,status_hawaiian,status_introduced,status_misplaced,status_nonbreeding,subfamily
2b5eaec5-c74e-47d4-bbb2-2a69b744281f,Nyctiphrynus yucatanicus,Nyctiphrynus yucatanicus,Nyctiphrynus yucatanicus,85b3e475-62cd-4fb8-8aea-b2b54e596039,added Nyctiphrynus yucatanicus,,no,aou_6 (1983),1983,Monotypic.,Yucatan Poorwill,716,Caprimulgidae,Engoulevent du Yucatan,Nyctiphrynus,Caprimulgiformes,species,NA,Nyctiphrynus yucatanicus,NA,NA,NA,NA,NA,NA,Caprimulginae
d6e4080b-c479-4e72-9353-1044e156042a,Vermivora chrysoptera,Vermivora chrysoptera,Vermivora chrysoptera; Helminthophila chrysoptera,8fa58539-3755-4027-b103-ddb898edbcf2,added Helminthophila chrysoptera,,no,aou_1.csv (1886),1886,Monotypic.,Golden-winged Warbler,1534; 642,Parulidae,Paruline à ailes dorées,Vermivora,Passeriformes,species,Vermivora chrysoptera; Helminthophila chrysoptera,Vermivora chrysoptera,NA,NA,NA,NA,NA,NA,NA
4d52ae6b-aa23-4d9a-9b3a-dd333894fc4c,Cyphorhinus phaeocephalus,Cyphorhinus phaeocephalus,Cyphorhinus phaeocephalus,b424c2fb-1953-44f7-b8b4-4917ef1f612f,added Cyphorhinus phaeocephalus,,no,aou_6 (1983),1983,NA,Song Wren,1398,Troglodytidae,Troglodyte chanteur,Cyphorhinus,Passeriformes,species,NA,Cyphorhinus phaeocephalus,NA,NA,NA,NA,NA,NA,NA
665d8c58-6360-454a-8561-b63cd5930b61,Procelsterna cerulea,Procelsterna cerulea,Procelsterna cerulea,02b66b44-c9ac-4c1a-b314-3f893bdee801,added Procelsterna cerulea,,no,aou_5_34 (January 1982),1982,NA,Blue-gray Noddy,484,Laridae,Noddi bleu,Procelsterna,Charadriiformes,species,Procelsterna cerulea,Procelsterna cerulea,NA,NA,H,NA,NA,NA,Sterninae
1d95198c-a0f3-4277-b7c2-b2b70dc85a7e,Vermivora bachmanii,Vermivora bachmanii,Helminthophila bachmanii; Vermivora bachmanii; Helminthophila bachmani; Vermivora bachmani,fb0a250f-40ce-4269-9128-58f2b3309e52,added Helminthophila bachmani,,no,aou_1.csv (1886),1886,Monotypic.,Bachman's Warbler,640; 1532,Parulidae,Paruline de Bachman,Vermivora,Passeriformes,species,Vermivora bachmanii; Helminthophila bachmani,Vermivora bachmanii,NA,†,NA,NA,NA,NA,NA
a10e4e8f-1ff9-4e9a-952c-162b24d785dc,Euphonia xanthogaster,Euphonia xanthogaster,Euphonia xanthogaster,0d622512-fee2-4e0e-a1bf-342ae1e1b793,added Euphonia xanthogaster,,no,aou_6 (1983),1983,NA,Orange-bellied Euphonia,1842,Fringillidae,Organiste à ventre orange,Euphonia,Passeriformes,species,NA,Euphonia xanthogaster,NA,NA,NA,NA,NA,NA,Euphoniinae
c6f5ce61-8b2c-46ca-95d7-93b499e9073d,Calidris temminckii,Calidris temminckii,Calidris temminckii,9b4614e3-f68f-4472-bdb6-b56ae960b197,added Calidris temminckii,,no,aou_5_34 (January 1982),1982,Monotypic.,Temminck's Stint,433,Scolopacidae,Bécasseau de Temminck,Calidris,Charadriiformes,species,Calidris temminckii,Calidris temminckii,A,NA,NA,NA,NA,NA,Arenariinae
076640a7-3788-4191-99ad-451434bc3b70,Stercorarius pomarinus,Stercorarius pomarinus,Stercorarius pomarinus,a4dcbfd8-0543-47f4-9bca-6f4696ae42e1,added Stercorarius pomarinus,,no,aou_1.csv (1886),1886,Monotypic.,Pomarine Jaeger,36; 510,Stercorariidae,Labbe pomarin,Stercorarius,Charadriiformes,species,Stercorarius pomarinus,Stercorarius pomarinus,NA,NA,NA,NA,NA,NA,NA
61ac2199-f0b8-4b11-80fc-eac9e8d45362,Megascops kennicottii,Megascops kennicottii,Megascops kennicottii; Otus kennicottii,9e4489e3-67a8-48b7-a822-b1209a3d3a75,added Otus kennicottii,,no,aou_5_34 (January 1982),1982,NA,Western Screech-Owl,668,Strigidae,Petit-duc des montagnes,Megascops,Strigiformes,species,Otus kennicottii,Megascops kennicottii,NA,NA,NA,NA,NA,NA,NA
db0eaff2-ea04-4ef5-ab61-168dfc577c85,(not found in dataset),,Hemignathus kauaiensis,5c6b7c1f-b8b1-40fd-acd4-820e86df2475,"Hemignathus virens -> Hemignathus kauaiensis + Hemignathus virens + Hemignathus chloris [split, aou_6_40 (1995)]","Hemignathus virens -> Hemignathus kauaiensis + Hemignathus virens + Hemignathus chloris [split, aou_6_40 (1995)]",no,aou_6_40 (1995),1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99da2bbd-41b1-49ee-a4f5-88677ed41ed2,Chlorodrepanis stejnegeri,Chlorodrepanis stejnegeri,Chlorodrepanis stejnegeri; Hemignathus kauaiensis,5c6b7c1f-b8b1-40fd-acd4-820e86df2475,"Hemignathus virens -> Hemignathus kauaiensis + Hemignathus virens + Hemignathus chloris [split, aou_6_40 (1995)]",,no,aou_6_40 (1995),1995,Formerly placed in the genus Hemignathus.,Kauai Amakihi,11681,Fringillidae,Amakihi de Stejneger,Chlorodrepanis,Passeriformes,species,NA,Chlorodrepanis stejnegeri,NA,NA,H,NA,NA,NA,Carduelinae
409869c6-adc1-4d00-8f36-686f3a42b088,Paroreomyza montana,Paroreomyza montana,Paroreomyza montana,72ad9021-73dc-4cbf-8866-5c0253905049,added Paroreomyza montana,,no,aou_5_34 (January 1982),1982,NA,Maui Alauahio,1897,Fringillidae,Alauahaio de Maui,Paroreomyza,Passeriformes,species,Paroreomyza montana,Paroreomyza montana,NA,NA,H,NA,NA,NA,Carduelinae
a89136fc-6453-4a57-b29e-bc988ddfaf2a,Saltator coerulescens,Saltator coerulescens,Saltator coerulescens,243c290d-e5eb-4665-a655-c0d006062538,added Saltator coerulescens,,no,aou_6 (1983),1983,NA,Grayish Saltator,1748,Thraupidae,Saltator gris,Saltator,Passeriformes,species,NA,Saltator coerulescens,NA,NA,NA,NA,NA,NA,Saltatorinae
08263fb1-9e71-4bdd-8eb0-5d65eb0d57fd,Xiphocolaptes promeropirhynchus,Xiphocolaptes promeropirhynchus,Xiphocolaptes promeropirhynchus,9e32d6ff-f890-4efa-b699-44fffc626202,added Xiphocolaptes promeropirhynchus,,no,aou_6 (1983),1983,NA,Strong-billed Woodcreeper,1021,Furnariidae,Grimpar géant,Xiphocolaptes,Passeriformes,species,NA,Xiphocolaptes promeropirhynchus,NA,NA,NA,NA,NA,NA,Dendrocolaptinae
0f0b08b9-66e8-4a26-bb7e-623de9951d4a,Vireo magister,Vireo magister,Vireo magister,2f0d90a5-d361-45db-b4bb-6c0503b96c3b,added Vireo magister,,no,aou_6 (1983),1983,NA,Yucatan Vireo,1260,Vireonidae,Viréo du Yucatan,Vireo,Passeriformes,species,NA,Vireo magister,NA,NA,NA,NA,NA,NA,NA
799d6668-4744-4550-b32c-9c9a9f4d81ad,Dendroplex picus,Dendroplex picus,Dendroplex picus,1fdaa21c-e87f-4466-a7f4-b445af2aca26,added Dendroplex picus,,no,NACC_list_species_aou_7_57.csv (2017),2017,NA,Straight-billed Woodcreeper,1024,Furnariidae,Grimpar talapiot,Dendroplex,Passeriformes,species,NA,Dendroplex picus,NA,NA,NA,NA,NA,NA,Dendrocolaptinae
fd41244b-edca-45b3-8369-8aa7f2d6313a,Podilymbus podiceps,Podilymbus podiceps,Podilymbus podiceps,9b132556-02f6-49bb-b6b9-a94d733fed1d,added Podilymbus podiceps,,no,aou_1.csv (1886),1886,NA,Pied-billed Grebe,6; 138,Podicipedidae,Grèbe à bec bigarré,Podilymbus,Podicipediformes,species,Podilymbus podiceps,Podilymbus podiceps,NA,NA,NA,NA,NA,NA,NA
ec4cbff0-1a2b-48d0-86d0-0d5c62f25bb5,Geothlypis speciosa,Geothlypis speciosa,Geothlypis speciosa,38fab358-87fc-490a-9053-03b3b031ac4b,added Geothlypis speciosa,,no,aou_6 (1983),1983,NA,Black-polled Yellowthroat,1592,Parulidae,Paruline à face noire,Geothlypis,Passeriformes,species,NA,Geothlypis speciosa,NA,NA,NA,NA,NA,NA,NA
a1f8e340-870d-4f95-8fb0-4e5e76a796bd,Laterallus ruber,Laterallus ruber,Laterallus ruber,49f69ae5-5b79-496b-9ea4-c155cf328d69,added Laterallus ruber,,no,aou_6 (1983),1983,Monotypic.,Ruddy Crake,335,Rallidae,Râle roux,Laterallus,Gruiformes,species,NA,Laterallus ruber,NA,NA,NA,NA,NA,NA,NA
83d7c2e6-0704-4f22-989a-90c21538b785,Odontophorus dialeucos,Odontophorus dialeucos,Odontophorus dialeucos,408c2d0b-76dc-437c-b6e7-d6eedde44037,added Odontophorus dialeucos,,no,aou_6 (1983),1983,Monotypic.,Tacarcuna Wood-Quail,127,Odontophoridae,Tocro du Panama,Odontophorus,Galliformes,species,NA,Odontophorus dialeucos,NA,NA,NA,NA,NA,NA,NA
b4ee0eec-b93f-498c-8d78-9d8fdaffe069,Gymnogyps californianus,Gymnogyps californianus,Gymnogyps californianus; Pseudogryphus californianus,38565681-e9fa-4ad1-9aaa-c170c26e031a,added Pseudogryphus californianus,,no,aou_1.csv (1886),1886,Monotypic.,California Condor,324; 258,Cathartidae,Condor de Californie,Gymnogyps,Cathartiformes,species,Gymnogyps californianus; Pseudogryphus californianus,Gymnogyps californianus,NA,NA,NA,NA,NA,NA,NA
7567457b-93bf-447f-88fd-e427477d159a,Somateria spectabilis,Somateria spectabilis,Somateria spectabilis,c70e17b8-ba29-4799-86ae-c79735df363d,added Somateria spectabilis,,no,aou_1.csv (1886),1886,Monotypic.,King Eider,59; 162,Anatidae,Eider à tête grise,Somateria,Anseriformes,species,Somateria spectabilis,Somateria spectabilis,NA,NA,NA,NA,NA,NA,Anatinae
564c80ee-bcc5-4b2a-81e1-a75fcc454f78,Lanius cristatus,Lanius cristatus,Lanius cristatus,b7eeba29-f174-4892-b926-fc9807c708c3,added Lanius cristatus,,no,aou_5_34 (January 1982),1982,NA,Brown Shrike,1229,Laniidae,Pie-grièche brune,Lanius,Passeriformes,species,Lanius cristatus,Lanius cristatus,A,NA,NA,NA,NA,NA,NA
fb661a0a-0b03-4e59-a342-68ab9c044238,Volatinia jacarina,Volatinia jacarina,Volatinia jacarina,30df33af-f67c-4f7e-8f99-36f4b6302186,added Volatinia jacarina,,no,aou_6 (1983),1983,NA,Blue-black Grassquit,1657,Thraupidae,Jacarini noir,Volatinia,Passeriformes,species,NA,Volatinia jacarina,NA,NA,NA,NA,*,NA,Tachyphoninae
3df98002-a56f-4471-b045-2c2d7cb2bb26,Chlorostilbon ricordii,Chlorostilbon ricordii,Chlorostilbon ricordii,40333b6f-f966-40a8-b9b2-c61fe7a00f49,added Chlorostilbon ricordii,,no,aou_6 (1983),1983,Monotypic.,Cuban Emerald,798,Trochilidae,Émeraude de Ricord,Chlorostilbon,Apodiformes,species,NA,Chlorostilbon ricordii,NA,NA,NA,NA,NA,NA,Trochilinae
61262a7d-f8bd-4cff-807d-043c8f6fc165,Pyrocephalus rubinus,Pyrocephalus rubinus,Pyrocephalus rubinus; Pyrocephalus rubineus; Pyrocephalus rubineus mexicanus,129e3641-290c-4ecf-946c-3954b61fff5d,added Pyrocephalus rubineus mexicanus,,no,aou_1.csv (1886),1886,NA,Vermilion Flycatcher,1156; 471,Tyrannidae,Moucherolle vermillon,Pyrocephalus,Passeriformes,species,Pyrocephalus rubinus; Pyrocephalus rubineus mexicanus,Pyrocephalus rubinus,NA,NA,NA,NA,NA,NA,Fluvicolinae
c59fc609-3cfa-45d2-a971-5fb9de71c4d1,Setophaga kirtlandii,Setophaga kirtlandii,Setophaga kirtlandii; Dendroica kirtlandii; Dendroica kirtlandi,24766723-bb2e-4c8b-97c8-b355646dad1c,added Dendroica kirtlandi,,no,aou_1.csv (1886),1886,Monotypic.,Kirtland's Warbler,1564; 670,Parulidae,Paruline de Kirtland,Setophaga,Passeriformes,species,Dendroica kirtlandii; Dendroica kirtlandi,Setophaga kirtlandii,NA,NA,NA,NA,NA,NA,NA
91e6b7da-e18e-4c55-a99e-23cb1a2471d1,Piaya cayana,Piaya cayana,Piaya cayana,1c1a4bd0-5156-423d-ad9d-7fb21e49cd0d,added Piaya cayana,,no,aou_6 (1983),1983,NA,Squirrel Cuckoo,642,Cuculidae,Piaye écureuil,Piaya,Cuculiformes,species,NA,Piaya cayana,NA,NA,NA,NA,NA,NA,Cuculinae
6c03f57c-6f96-4141-a423-18b35a2e8a16,Melanerpes radiolatus,Melanerpes radiolatus,Melanerpes radiolatus,7df1f67d-2ec7-47fb-ba4d-a45319bb18d3,added Melanerpes radiolatus,,no,aou_6 (1983),1983,Monotypic.,Jamaican Woodpecker,945,Picidae,Pic de la Jamaïque,Melanerpes,Piciformes,species,NA,Melanerpes radiolatus,NA,NA,NA,NA,NA,NA,Picinae
37ea4a3b-18e0-4201-aca5-dbf5f16338e4,Attila spadiceus,Attila spadiceus,Attila spadiceus,12e823ee-e8e1-4af0-b048-03ca1e9a552b,added Attila spadiceus,,no,aou_6 (1983),1983,NA,Bright-rumped Attila,1160,Tyrannidae,Attila à croupion jaune,Attila,Passeriformes,species,NA,Attila spadiceus,NA,NA,NA,NA,NA,NA,Tyranninae
292c18a9-0a9f-4812-97b0-28b656e19287,Tringa incana,Tringa incana,Heteractitis incanus; Heteroscelus incanus; Tringa incana; Heteroscelus incanum,37502763-8b19-4b96-8fa3-74cca8ec89c6,added Heteractitis incanus,,no,aou_1.csv (1886),1886,Monotypic. Referred to as <i> Heterosceles incanus</i> by Clements (2000) and Howard and Moore (2003).,Wandering Tattler,401; 259,Scolopacidae,Chevalier errant,Tringa,Charadriiformes,species,Heteractitis incanus; Heteroscelus incanus,Tringa incana,NA,NA,NA,NA,NA,NA,Tringinae
5b9a68d7-1388-4c96-a227-5c118d076051,Leptotila plumbeiceps,Leptotila plumbeiceps,Leptotila plumbeiceps,f383a191-1726-4a80-a9e9-6ddfd4183962,"Leptotila rufaxilla -> Leptotila rufaxilla + Leptotila plumbeiceps [split, aou_7_46 (2005)]","Leptotila rufaxilla -> Leptotila rufaxilla + Leptotila plumbeiceps [split, aou_7_46 (2005)]",no,aou_7_46 (2005),2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fb6dc607-bb19-454b-9021-ce69373e2802,Leptotila plumbeiceps,Leptotila plumbeiceps,Leptotila plumbeiceps,f383a191-1726-4a80-a9e9-6ddfd4183962,"Leptotila rufaxilla -> Leptotila rufaxilla + Leptotila plumbeiceps [split, aou_7_46 (2005)]",,no,aou_7_46 (2005),2005,NA,Gray-headed Dove,566,Columbidae,Colombe à calotte grise,Leptotila,Columbiformes,species,NA,Leptotila plumbeiceps,NA,NA,NA,NA,NA,NA,NA
7761b683-213d-46a9-9992-7fe32a40228c,Phaetusa simplex,Phaetusa simplex,Phaetusa simplex,dc5f728b-c782-493d-af7d-62439009ec6c,added Phaetusa simplex,,no,aou_6 (1983),1983,NA,Large-billed Tern,493,Laridae,Sterne à gros bec,Phaetusa,Charadriiformes,species,NA,Phaetusa simplex,A,NA,NA,NA,NA,NA,Sterninae
e2ec4573-2d05-420d-bc2f-09a2922cc543,Tinamus major,Tinamus major,Tinamus major,66c91d58-170d-4c59-9020-f693ec4e3225,added Tinamus major,,no,aou_6 (1983),1983,NA,Great Tinamou,1,Tinamidae,Grand Tinamou,Tinamus,Tinamiformes,species,NA,Tinamus major,NA,NA,NA,NA,NA,NA,NA
cc549d6c-41d7-417d-b07b-44ba2b70e143,Falco peregrinus,Falco peregrinus,Falco peregrinus anatum; Falco peregrinus pealei; Falco peregrinus,c3d98f1f-d646-4152-b138-0db3d2cf4f58,added Falco peregrinus pealei; added Falco peregrinus anatum,,no,aou_1.csv (1886),1886,NA,Peregrine Falcon,331; 356; 356a,Falconidae,Faucon pèlerin,Falco,Falconiformes,species,Falco peregrinus anatum; Falco peregrinus pealei; Falco peregrinus,Falco peregrinus,NA,NA,NA,NA,NA,NA,Falconinae
f38d293b-ac0a-4e77-9784-345ffc223ef1,(not found in dataset),,Arquatella maritima; Tringa maritima,ea972aa0-e79f-450d-ac85-ef7c04fb40e5,added Tringa maritima,"Arquatella ptilocnemis + Arquatella maritima + Arquatella couesi -> Arquatella maritima [lump, aou_2_14 (1908)]",no,aou_1.csv (1886),1886,NA,NA,235,NA,NA,NA,NA,NA,Tringa maritima,NA,NA,NA,NA,NA,NA,NA,NA
73df16cd-36e7-4a85-9a44-f39ea094f9e4,(not found in dataset),,Arquatella maritima,ea972aa0-e79f-450d-ac85-ef7c04fb40e5,"Arquatella ptilocnemis + Arquatella maritima + Arquatella couesi -> Arquatella maritima [lump, aou_2_14 (1908)]","Arquatella maritima -> Arquatella ptilocnemis + Arquatella maritima [split, aou_4 (1931)]",no,aou_2_14 (1908),1908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a462c709-6a8d-443a-877d-523580ec8234,Calidris maritima,Calidris maritima,Arquatella maritima; Calidris maritima; Erolia maritima,ea972aa0-e79f-450d-ac85-ef7c04fb40e5,"Arquatella maritima -> Arquatella ptilocnemis + Arquatella maritima [split, aou_4 (1931)]",,no,aou_4 (1931),1931,"Recognized as monotypic by del Hoyo et al. (1992), Clements (2000) and BNA. Howard and Moore (2003) recognizes 3 subspecies: <i></>C.m. belcheri, C.m....",Purple Sandpiper,440,Scolopacidae,Bécasseau violet,Calidris,Charadriiformes,species,Calidris maritima,Calidris maritima,NA,NA,NA,NA,NA,NA,Arenariinae
0ce0c664-a812-4726-8d69-e997aec1e96e,Leucosticte arctoa,Leucosticte arctoa,Leucosticte arctoa,9e7af1e7-5a97-4940-b296-8de62aeee2ed,"Leucosticte atrata + Leucosticte australis + Leucosticte arctoa + Leucosticte tephrocotis -> Leucosticte arctoa [lump, aou_5_34 (January 1982)]","Leucosticte atrata + Leucosticte australis + Leucosticte arctoa + Leucosticte tephrocotis -> Leucosticte arctoa [lump, aou_5_34 (January 1982)]",no,aou_5_34 (January 1982),1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cada9b4b-746c-4d43-a7ac-5d95512c1dd5,Leucosticte arctoa,Leucosticte arctoa,Leucosticte arctoa,9e7af1e7-5a97-4940-b296-8de62aeee2ed,"Leucosticte atrata + Leucosticte australis + Leucosticte arctoa + Leucosticte tephrocotis -> Leucosticte arctoa [lump, aou_5_34 (January 1982)]","Leucosticte arctoa -> Leucosticte atrata + Leucosticte australis + Leucosticte arctoa + Leucosticte tephrocotis [split, aou_6_39 (1993)]",no,aou_5_34 (January 1982),1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158043b5-4b6a-4019-87df-e21e2cf794a9,Leucosticte arctoa,Leucosticte arctoa,Leucosticte arctoa,9e7af1e7-5a97-4940-b296-8de62aeee2ed,"Leucosticte arctoa -> Leucosticte atrata + Leucosticte australis + Leucosticte arctoa + Leucosticte tephrocotis [split, aou_6_39 (1993)]",,no,aou_6_39 (1993),1993,NA,Asian Rosy-Finch,10711,Fringillidae,Roselin brun,Leucosticte,Passeriformes,species,NA,Leucosticte arctoa,A,NA,NA,NA,NA,NA,Carduelinae
9ddf093b-84a0-44ce-a250-854801b123a7,Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,81df48ec-f913-4079-b5b0-64667cc42a96,added Pelecanus erythrorhynchos,,no,aou_1.csv (1886),1886,Monotypic.,American White Pelican,125; 205,Pelecanidae,Pélican d'Amérique,Pelecanus,Pelecaniformes,species,Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,NA,NA,NA,NA,NA,NA,NA
ad4db5ae-af6b-4abb-8256-6939bfc62b0c,Phylloscopus fuscatus,Phylloscopus fuscatus,Phylloscopus fuscatus,ced832e1-37d8-4484-8fc5-724575b89910,added Phylloscopus fuscatus,,no,aou_5_34 (January 1982),1982,NA,Dusky Warbler,1410,Phylloscopidae,Pouillot brun,Phylloscopus,Passeriformes,species,Phylloscopus fuscatus,Phylloscopus fuscatus,A,NA,NA,NA,NA,NA,NA
0acb1cc5-a29c-459c-b335-dbf5956198d2,Chlorothraupis olivacea,Chlorothraupis olivacea,Chlorothraupis olivacea,52a487c8-4b55-4ef1-a325-27a11a6985f9,added Chlorothraupis olivacea,,no,aou_6 (1983),1983,Monotypic.,Lemon-spectacled Tanager,1948,Cardinalidae,Habia à lunettes,Chlorothraupis,Passeriformes,species,NA,Chlorothraupis olivacea,NA,NA,NA,NA,NA,NA,NA
02588030-5148-4aed-8552-3f9a633e1f25,Automolus ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,b78a63db-56f2-4c99-b0c5-b24b97f99e18,added Automolus ochrolaemus,,no,aou_6 (1983),1983,NA,Buff-throated Foliage-gleaner,1006,Furnariidae,Anabate à gorge fauve,Automolus,Passeriformes,species,NA,Automolus ochrolaemus,NA,NA,NA,NA,NA,NA,Furnariinae
94a3edd5-1f51-414c-8ee4-bf549fbf3063,Brotogeris jugularis,Brotogeris jugularis,Brotogeris jugularis,700955bd-3100-4407-94b3-dd79e47b396a,added Brotogeris jugularis,,no,aou_6 (1983),1983,NA,Orange-chinned Parakeet,613,Psittacidae,Toui à menton d'or,Brotogeris,Psittaciformes,species,NA,Brotogeris jugularis,NA,NA,NA,NA,NA,NA,Arinae
a2ec3742-4d55-49f6-8f6a-1b98d1c07ec7,Surnia ulula,Surnia ulula,Surnia ulula caparoch; Surnia ulula,6c20d8ea-0565-4f95-b4a5-5482722a6e4f,added Surnia ulula; added Surnia ulula caparoch,,no,aou_1.csv (1886),1886,NA,Northern Hawk Owl,683; 377a; [377],Strigidae,Chouette épervière,Surnia,Strigiformes,species,Surnia ulula caparoch; Surnia ulula,Surnia ulula,NA,NA,NA,NA,NA,NA,NA
cb8d8070-af42-4a48-8b01-ce2c3f4dfa82,Dendrocincla homochroa,Dendrocincla homochroa,Dendrocincla homochroa,733440e2-4234-4046-a17e-3884944b9b78,added Dendrocincla homochroa,,no,aou_6 (1983),1983,NA,Ruddy Woodcreeper,1017,Furnariidae,Grimpar roux,Dendrocincla,Passeriformes,species,NA,Dendrocincla homochroa,NA,NA,NA,NA,NA,NA,Dendrocolaptinae
