id,name,names_in_dataset,all_names_in_cluster,taxon_concept_count,taxon_concepts,trajectory,trajectory_without_renames,trajectory_lumps_splits,first_added_dataset,first_added_year,annotation,common_name,datasets.id,family,french_name,genus,order,rank,scientificName,species,status_accidental,status_extinct,status_hawaiian,status_introduced,status_misplaced,status_nonbreeding,subfamily
9205f8c8-e61f-4037-a9b2-db784da6e4bf,Picoides arizonae,Picoides arizonae,Picoides arizonae; Dryobates arizonae; Dendrocopos arizonae,4,Taxon concept 82af0312-a970-4fb1-87ee-54705e3e5356 containing 'Dryobates arizonae' and 'Picoides arizonae' and 'Dendrocopos arizonae' found between 1889 to January 1982 in 4 datasets (part of name cluster 9205f8c8-e61f-4037-a9b2-db784da6e4bf); Taxon concept ec8aa91b-9baf-4896-8d4f-4abab7b993fe containing 'Picoides arizonae' found between January 1982 to 2000 in 2 datasets (part of name cluster 9205f8c8-e61f-4037-a9b2-db784da6e4bf); Taxon concept 999c080d-a0d6-4f69-881d-eb96eaf1c198 containing 'Picoides arizonae' found between 2000 to 2017 in 2 datasets (part of name cluster 9205f8c8-e61f-4037-a9b2-db784da6e4bf); Taxon concept 44c15d7a-9ac3-4fc0-930c-7af44f539e70 containing 'Dryobates arizonae' found between 1889 in 1 datasets (part of name cluster 9205f8c8-e61f-4037-a9b2-db784da6e4bf),split -> rename -> rename -> lump -> split -> referenced,split -> lump -> split -> referenced,split -> lump -> split,aou_1_01 (1889),1889,NA,Arizona Woodpecker,965,Picidae,Pic d'Arizona,Picoides,Piciformes,species,NA,Picoides arizonae,NA,NA,NA,NA,NA,NA,Picinae
5721df4d-32b7-48c5-abe5-4feeece2e0d2,Stercorarius pomarinus,Stercorarius pomarinus,Stercorarius pomarinus,1,Taxon concept 3905f917-3c70-4a82-a87b-c01672bac308 containing 'Stercorarius pomarinus' found between 1886 to 2017 in 5 datasets (part of name cluster 5721df4d-32b7-48c5-abe5-4feeece2e0d2),added -> referenced -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Pomarine Jaeger,36; 510,Stercorariidae,Labbe pomarin,Stercorarius,Charadriiformes,species,Stercorarius pomarinus,Stercorarius pomarinus,NA,NA,NA,NA,NA,NA,NA
c7922e0d-32eb-4308-b924-ccab3dfb5076,Helmitheros vermivorum,Helmitheros vermivorum,Helmitheros vermivorum; Helmitherus vermivorus; Helmitheros vermivorus,1,Taxon concept 26831527-fa32-4708-93d1-a1352eb6284e containing 'Helmitheros vermivorum' and 'Helmitherus vermivorus' and 'Helmitheros vermivorus' found between 1886 to 2017 in 9 datasets (part of name cluster c7922e0d-32eb-4308-b924-ccab3dfb5076),added -> rename -> referenced -> referenced -> referenced -> referenced -> referenced -> rename -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Worm-eating Warbler,1578; 639,Parulidae,Paruline vermivore,Helmitheros,Passeriformes,species,Helmitherus vermivorus; Helmitheros vermivorus,Helmitheros vermivorum,NA,NA,NA,NA,NA,NA,NA
b94f4ffc-950d-45bf-92c4-6508dd00cad6,Lanius ludovicianus,Lanius ludovicianus,Lanius ludovicianus; Lanius ludovicianus excubitorides,1,Taxon concept 416d2d1a-6f82-4f29-81ef-ced4afff779a containing 'Lanius ludovicianus' and 'Lanius ludovicianus excubitorides' found between 1886 to 2017 in 3 datasets (part of name cluster b94f4ffc-950d-45bf-92c4-6508dd00cad6),added|added -> deleted -> referenced,added|added -> deleted -> referenced,,aou_1.csv (1886),1886,NA,Loggerhead Shrike,622a; 622; 1230,Laniidae,Pie-grièche migratrice,Lanius,Passeriformes,species,Lanius ludovicianus; Lanius ludovicianus excubitorides,Lanius ludovicianus,NA,NA,NA,NA,NA,NA,NA
8fcef2db-7761-4477-9436-b887458ef641,Alle alle,Alle alle,Alle alle; Plautus alle,1,Taxon concept 547d780c-53de-4785-a069-1f850d1a409f containing 'Alle alle' and 'Plautus alle' found between 1886 to 2017 in 5 datasets (part of name cluster 8fcef2db-7761-4477-9436-b887458ef641),added -> rename -> rename -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Dovekie,34; 513,Alcidae,Mergule nain,Alle,Charadriiformes,species,Alle alle,Alle alle,NA,NA,NA,NA,NA,NA,NA
396d002f-5282-491d-be9b-487397edf7de,Podilymbus podiceps,Podilymbus podiceps,Podilymbus podiceps,1,Taxon concept b67d799a-599b-490a-8225-70df72ab9325 containing 'Podilymbus podiceps' found between 1886 to 2017 in 5 datasets (part of name cluster 396d002f-5282-491d-be9b-487397edf7de),added -> referenced -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Pied-billed Grebe,6; 138,Podicipedidae,Grèbe à bec bigarré,Podilymbus,Podicipediformes,species,Podilymbus podiceps,Podilymbus podiceps,NA,NA,NA,NA,NA,NA,NA
43fda218-d106-4de3-b3ac-3bd410af024b,Gymnogyps californianus,Gymnogyps californianus,Gymnogyps californianus; Pseudogryphus californianus,1,Taxon concept 4de78dda-0359-42c2-bc98-5efaaeda62ac containing 'Pseudogryphus californianus' and 'Gymnogyps californianus' found between 1886 to 2017 in 5 datasets (part of name cluster 43fda218-d106-4de3-b3ac-3bd410af024b),added -> rename -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,California Condor,324; 258,Cathartidae,Condor de Californie,Gymnogyps,Cathartiformes,species,Gymnogyps californianus; Pseudogryphus californianus,Gymnogyps californianus,NA,NA,NA,NA,NA,NA,NA
e1ecbb4b-c19b-4a83-b676-d109d3a6a86d,Somateria spectabilis,Somateria spectabilis,Somateria spectabilis,1,Taxon concept 6134c134-2e92-4db7-887c-58ae0015a62a containing 'Somateria spectabilis' found between 1886 to 2017 in 3 datasets (part of name cluster e1ecbb4b-c19b-4a83-b676-d109d3a6a86d),added -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,King Eider,59; 162,Anatidae,Eider à tête grise,Somateria,Anseriformes,species,Somateria spectabilis,Somateria spectabilis,NA,NA,NA,NA,NA,NA,Anatinae
2cfb90da-8e7e-47b0-88fb-0dbc8a74bae7,Pyrocephalus rubinus,Pyrocephalus rubinus,Pyrocephalus rubinus; Pyrocephalus rubineus; Pyrocephalus rubineus mexicanus,1,Taxon concept f2668562-5278-4f52-a6ee-3e2b5f3374fe containing 'Pyrocephalus rubineus' and 'Pyrocephalus rubinus' and 'Pyrocephalus rubineus mexicanus' found between 1886 to 2017 in 4 datasets (part of name cluster 2cfb90da-8e7e-47b0-88fb-0dbc8a74bae7),added -> rename -> deleted -> referenced,added -> deleted -> referenced,,aou_1.csv (1886),1886,NA,Vermilion Flycatcher,1156; 471,Tyrannidae,Moucherolle vermillon,Pyrocephalus,Passeriformes,species,Pyrocephalus rubinus; Pyrocephalus rubineus mexicanus,Pyrocephalus rubinus,NA,NA,NA,NA,NA,NA,Fluvicolinae
e3e25139-6fb9-4a9e-80c0-2a268b02fde2,Setophaga kirtlandii,Setophaga kirtlandii,Setophaga kirtlandii; Dendroica kirtlandii; Dendroica kirtlandi,1,Taxon concept 7da07640-1abe-4a59-ae56-8301fa9b5c50 containing 'Dendroica kirtlandi' and 'Setophaga kirtlandii' and 'Dendroica kirtlandii' found between 1886 to 2017 in 9 datasets (part of name cluster e3e25139-6fb9-4a9e-80c0-2a268b02fde2),added -> referenced -> rename -> referenced -> referenced -> referenced -> referenced -> rename -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Kirtland's Warbler,1564; 670,Parulidae,Paruline de Kirtland,Setophaga,Passeriformes,species,Dendroica kirtlandii; Dendroica kirtlandi,Setophaga kirtlandii,NA,NA,NA,NA,NA,NA,NA
462b66f9-4065-4b02-9581-6ef6aae53c1b,Setophaga citrina,Setophaga citrina,Sylvania mitrata; Wilsonia citrina; Setophaga citrina; Wilsonia mitrata,1,Taxon concept da61b90f-41a9-4252-8084-7d5cdf0b566f containing 'Wilsonia citrina' and 'Sylvania mitrata' and 'Setophaga citrina' and 'Wilsonia mitrata' found between 1886 to 2017 in 10 datasets (part of name cluster 462b66f9-4065-4b02-9581-6ef6aae53c1b),added -> rename -> rename -> referenced -> referenced -> referenced -> referenced -> referenced -> rename -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Hooded Warbler,684; 1600,Parulidae,Paruline à capuchon,Setophaga,Passeriformes,species,Sylvania mitrata; Wilsonia citrina,Setophaga citrina,NA,NA,NA,NA,NA,NA,NA
b82f4ea7-ad8f-473f-9f60-409f74e7bbdb,Pelecanus thagus,Pelecanus thagus,Pelecanus thagus,2,Taxon concept b6e65c7b-5013-4e73-ae85-885fd5dc9b3e containing 'Pelecanus thagus' found between 2008 in 1 datasets (part of name cluster b82f4ea7-ad8f-473f-9f60-409f74e7bbdb); Taxon concept 90c88f14-b890-4352-a59c-cafdefe4e779 containing 'Pelecanus thagus' found between 2008 in 1 datasets (part of name cluster b82f4ea7-ad8f-473f-9f60-409f74e7bbdb),split,split,split,aou_7_49 (2008),2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
c24326bf-6e5e-474c-a17b-089aef1a0f97,Ardenna tenuirostris,Ardenna tenuirostris,Ardenna tenuirostris; Puffinus tenuirostris,1,Taxon concept a465c340-4724-41a1-928b-155c01e46229 containing 'Puffinus tenuirostris' and 'Ardenna tenuirostris' found between 1886 to 2017 in 7 datasets (part of name cluster c24326bf-6e5e-474c-a17b-089aef1a0f97),added -> referenced -> referenced -> referenced -> referenced -> rename -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Short-tailed Shearwater,96; 175,Procellariidae,Puffin à bec grêle,Ardenna,Procellariiformes,species,Puffinus tenuirostris,Ardenna tenuirostris,NA,NA,NA,NA,NA,N,NA
823a770c-2350-4f01-ba00-2cca91e140e1,Tringa incana,Tringa incana,Heteractitis incanus; Heteroscelus incanus; Tringa incana; Heteroscelus incanum,1,Taxon concept cbfbaabd-e3b2-43d7-9ce0-832a0bb586f4 containing 'Heteractitis incanus' and 'Heteroscelus incanus' and 'Heteroscelus incanum' and 'Tringa incana' found between 1886 to 2017 in 9 datasets (part of name cluster 823a770c-2350-4f01-ba00-2cca91e140e1),added -> referenced -> rename -> rename -> rename -> rename -> referenced -> rename -> referenced,added -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic. Referred to as <i> Heterosceles incanus</i> by Clements (2000) and Howard and Moore (2003).,Wandering Tattler,401; 259,Scolopacidae,Chevalier errant,Tringa,Charadriiformes,species,Heteractitis incanus; Heteroscelus incanus,Tringa incana,NA,NA,NA,NA,NA,NA,Tringinae
19986f0e-db48-451e-9c2f-ba524e689f92,Haemorhous cassinii,Haemorhous cassinii,Carpodacus cassini; Haemorhous cassinii; Carpodacus cassinii,1,Taxon concept b1a67edc-d0bc-49c4-87dd-9ebd041145d1 containing 'Carpodacus cassinii' and 'Haemorhous cassinii' and 'Carpodacus cassini' found between 1886 to 2017 in 6 datasets (part of name cluster 19986f0e-db48-451e-9c2f-ba524e689f92),added -> rename -> referenced -> referenced -> rename -> referenced,added -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Cassin's Finch,10361; 518,Fringillidae,Roselin de Cassin,Haemorhous,Passeriformes,species,Carpodacus cassini; Carpodacus cassinii,Haemorhous cassinii,NA,NA,NA,NA,NA,NA,Carduelinae
81df14f9-aa39-427e-9e8c-fa1d4295ebad,Synthliboramphus antiquus,Synthliboramphus antiquus,Synthliboramphus antiquus; Synthliboramphus antiquum,1,Taxon concept af62e3e4-5481-4ac6-ac22-34f8c5e8e128 containing 'Synthliboramphus antiquus' and 'Synthliboramphus antiquum' found between 1886 to 2017 in 5 datasets (part of name cluster 81df14f9-aa39-427e-9e8c-fa1d4295ebad),added -> rename -> rename -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Ancient Murrelet,525; 21,Alcidae,Guillemot à cou blanc,Synthliboramphus,Charadriiformes,species,Synthliboramphus antiquus,Synthliboramphus antiquus,NA,NA,NA,NA,NA,NA,NA
bee162e3-a739-44ca-9b1d-0c201d95bf07,Strix occidentalis,Strix occidentalis,Syrnium occidentale; Strix occidentalis,1,Taxon concept cfd2a359-7601-40b2-aecf-65f9747afdfd containing 'Syrnium occidentale' and 'Strix occidentalis' found between 1886 to 2017 in 4 datasets (part of name cluster bee162e3-a739-44ca-9b1d-0c201d95bf07),added -> rename -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Spotted Owl,695; 369,Strigidae,Chouette tachetée,Strix,Strigiformes,species,Syrnium occidentale; Strix occidentalis,Strix occidentalis,NA,NA,NA,NA,NA,NA,NA
95eb9f10-44bb-4e62-aec3-b0f25f5aedea,Vermivora cyanoptera,Vermivora cyanoptera,Vermivora pinus; Vermivora cyanoptera; Helminthophila pinus,1,Taxon concept 2b0b27ac-a820-4479-87ba-26bfd501aa90 containing 'Vermivora pinus' and 'Vermivora cyanoptera' and 'Helminthophila pinus' found between 1886 to 2017 in 9 datasets (part of name cluster 95eb9f10-44bb-4e62-aec3-b0f25f5aedea),added -> rename -> referenced -> referenced -> referenced -> referenced -> referenced -> rename -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Blue-winged Warbler,1533; 641,Parulidae,Paruline à ailes bleues,Vermivora,Passeriformes,species,Vermivora pinus; Helminthophila pinus,Vermivora cyanoptera,NA,NA,NA,NA,NA,NA,NA
73cf5518-543e-47ba-9672-b68937d89476,Coturnicops noveboracensis,Coturnicops noveboracensis,Coturnicops noveboracensis; Porzana noveboracensis,1,Taxon concept bdbd8493-f56c-4386-b41c-11de016495f1 containing 'Coturnicops noveboracensis' and 'Porzana noveboracensis' found between 1886 to 2017 in 4 datasets (part of name cluster 73cf5518-543e-47ba-9672-b68937d89476),added -> rename -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Yellow Rail,333; 215,Rallidae,Râle jaune,Coturnicops,Gruiformes,species,Coturnicops noveboracensis; Porzana noveboracensis,Coturnicops noveboracensis,NA,NA,NA,NA,NA,NA,NA
5a102df3-e8ac-421f-9d53-2fc6cb509262,Falco peregrinus,Falco peregrinus,Falco peregrinus anatum; Falco peregrinus pealei; Falco peregrinus,1,Taxon concept 0b381a31-4dd7-47ce-a50e-667c90290b46 containing 'Falco peregrinus pealei' and 'Falco peregrinus' and 'Falco peregrinus anatum' found between 1886 to 2017 in 4 datasets (part of name cluster 5a102df3-e8ac-421f-9d53-2fc6cb509262),added|added -> referenced -> added|deleted|deleted -> referenced,added|added -> referenced -> added|deleted|deleted -> referenced,,aou_1.csv (1886),1886,NA,Peregrine Falcon,331; 356; 356a,Falconidae,Faucon pèlerin,Falco,Falconiformes,species,Falco peregrinus anatum; Falco peregrinus pealei; Falco peregrinus,Falco peregrinus,NA,NA,NA,NA,NA,NA,Falconinae
c3380f11-4a94-446f-8c21-54611f6109fb,Calidris maritima,Calidris maritima,Arquatella maritima; Tringa maritima; Calidris maritima; Erolia maritima,3,Taxon concept 2ac14ac4-c7a8-4740-bb6d-a62c65ab6fab containing 'Tringa maritima' and 'Arquatella maritima' found between 1886 to 1908 in 3 datasets (part of name cluster c3380f11-4a94-446f-8c21-54611f6109fb); Taxon concept 35c35ab2-b1da-4370-b91e-bd27d63e409e containing 'Arquatella maritima' found between 1908 to 1931 in 2 datasets (part of name cluster c3380f11-4a94-446f-8c21-54611f6109fb); Taxon concept 17018128-0bfe-4c0f-9530-2c4e10415c0a containing 'Arquatella maritima' and 'Calidris maritima' and 'Erolia maritima' found between 1931 to 2017 in 5 datasets (part of name cluster c3380f11-4a94-446f-8c21-54611f6109fb),added -> rename -> lump -> split -> rename -> rename -> referenced -> referenced,added -> lump -> split -> referenced -> referenced,lump -> split,aou_1.csv (1886),1886,"Recognized as monotypic by del Hoyo et al. (1992), Clements (2000) and BNA. Howard and Moore (2003) recognizes 3 subspecies: <i></>C.m. belcheri, C.m....",Purple Sandpiper,440; 235,Scolopacidae,Bécasseau violet,Calidris,Charadriiformes,species,Tringa maritima; Calidris maritima,Calidris maritima,NA,NA,NA,NA,NA,NA,Arenariinae
8c20e2d5-5d7b-4a55-976f-1cdb360084fe,Leucosticte arctoa,Leucosticte arctoa,Leucosticte arctoa,3,Taxon concept ff19f81f-ac5d-4f37-aaed-d38429062639 containing 'Leucosticte arctoa' found between 1993 to 2017 in 3 datasets (part of name cluster 8c20e2d5-5d7b-4a55-976f-1cdb360084fe); Taxon concept bf1075c6-0c44-47c9-b7c3-ad86d3d8ce77 containing 'Leucosticte arctoa' found between January 1982 in 1 datasets (part of name cluster 8c20e2d5-5d7b-4a55-976f-1cdb360084fe); Taxon concept 7a1ac826-49fb-44a1-a4dd-65cc97473166 containing 'Leucosticte arctoa' found between January 1982 to 1993 in 2 datasets (part of name cluster 8c20e2d5-5d7b-4a55-976f-1cdb360084fe),lump -> split -> referenced -> referenced,lump -> split -> referenced -> referenced,lump -> split,aou_5_34 (January 1982),1982,NA,Asian Rosy-Finch,10711,Fringillidae,Roselin brun,Leucosticte,Passeriformes,species,NA,Leucosticte arctoa,A,NA,NA,NA,NA,NA,Carduelinae
08b7659b-63a7-450c-9b1c-f2e3b9698f9c,Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,1,Taxon concept 651b53b2-404b-4df9-a05b-e73a373484e9 containing 'Pelecanus erythrorhynchos' found between 1886 to 2017 in 5 datasets (part of name cluster 08b7659b-63a7-450c-9b1c-f2e3b9698f9c),added -> referenced -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,American White Pelican,125; 205,Pelecanidae,Pélican d'Amérique,Pelecanus,Pelecaniformes,species,Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,NA,NA,NA,NA,NA,NA,NA
60c0e1be-089f-496e-b4da-fbe42f8d3dfd,Geothlypis beldingi,Geothlypis beldingi,Geothlypis beldingi,1,Taxon concept 95a91dcc-2f0b-4d35-a68b-8333157003fa containing 'Geothlypis beldingi' found between 1886 to 2017 in 6 datasets (part of name cluster 60c0e1be-089f-496e-b4da-fbe42f8d3dfd),added -> referenced -> referenced -> deleted -> added -> referenced,added -> referenced -> referenced -> deleted -> added -> referenced,,aou_1.csv (1886),1886,NA,Belding's Yellowthroat,682; 1588,Parulidae,Paruline de Belding,Geothlypis,Passeriformes,species,Geothlypis beldingi,Geothlypis beldingi,NA,NA,NA,NA,NA,NA,NA
72da3195-51c3-43c4-906f-6d6caf42c1f6,Setophaga occidentalis,Setophaga occidentalis,Setophaga occidentalis; Dendroica occidentalis,1,Taxon concept c3450a01-9ff3-4841-a422-188b9d849d1c containing 'Setophaga occidentalis' and 'Dendroica occidentalis' found between 1886 to 2017 in 8 datasets (part of name cluster 72da3195-51c3-43c4-906f-6d6caf42c1f6),added -> referenced -> referenced -> referenced -> referenced -> referenced -> rename -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Hermit Warbler,1555; 669,Parulidae,Paruline à tête jaune,Setophaga,Passeriformes,species,Dendroica occidentalis,Setophaga occidentalis,NA,NA,NA,NA,NA,NA,NA
