"","sum_redescriptions","mean_redescriptions","count","min","mean","max","significant","interval_width"
"Cypseloides",0,0,1,-2.30153702425583,-0.261859630264481,1.60294193438882,"no",3.90447895864465
"Cyrtonyx",0,0,1,-2.34465657847024,-0.332992919623065,1.48740094021474,"no",3.83205751868498
"Delichon",0,0,1,-2.31526737690479,-0.309483049828677,1.51820353246018,"no",3.83347090936497
"Dendragapus",6,3,2,0.702730632848429,1.89365816602551,2.98434932418915,"yes",2.28161869134072
"Dendrocygna",0,0,4,-2.51793679210654,-0.646025175894704,0.992956392849995,"no",3.51089318495654
"Dolichonyx",0,0,1,-2.34652272879139,-0.38983851065324,1.39158381418845,"no",3.73810654297984
"Dryocopus",0,0,1,-2.35740128683049,-0.372710265348969,1.42274158896615,"no",3.78014287579664
"Dumetella",0,0,1,-2.3331678700584,-0.285542883012338,1.60319848433352,"no",3.93636635439192
"Ectopistes",0,0,1,-2.30150788769524,-0.259994653583622,1.61722941378128,"no",3.91873730147653
"Egretta",0,0,5,-2.63658955277991,-0.861450964515759,0.70011039889772,"no",3.33669995167763
"Elanoides",0,0,1,-2.25199423590592,-0.327942850542317,1.39044237509758,"no",3.64243661100349
"Elanus",2,2,1,-0.498731536063446,1.14314001106735,2.61884025393359,"no",3.11757178999703
"Emberiza",0,0,1,-2.31686974885152,-0.299505596647092,1.53833304105291,"no",3.85520278990443
"Empidonax",9,0.818181818181818,11,0.34119525607399,1.27460249088749,2.21668201869123,"yes",1.87548676261724
"Eremophila",0,0,1,-2.34127100883553,-0.306980916165783,1.50465692501123,"no",3.84592793384676
"Eudocimus",0,0,2,-2.3938826160574,-0.471255137319944,1.22920141116545,"no",3.62308402722285
"Eugenes",0,0,1,-2.25767595586947,-0.234094826431963,1.64264468399182,"no",3.90032063986129
"Euphagus",0,0,2,-2.5099785915104,-0.585773046489592,1.06756539779887,"no",3.57754398930927
"Euphonia",0,0,1,-2.35085503519189,-0.345968846547013,1.45618889720649,"no",3.80704393239838
"Falcipennis",1,1,1,-1.41203644314399,0.346689199119362,1.92571565400301,"no",3.337752097147
"Falco",2,0.285714285714286,7,-1.57397248387856,-0.166406038566187,1.14130994502494,"no",2.7152824289035
"Fratercula",0,0,3,-2.40780480199944,-0.560338942127549,1.08156945283198,"no",3.48937425483142
"Fregata",1,1,1,-1.23606523147097,0.586909423272341,2.30062100841979,"no",3.53668623989076
"Fregetta",0,0,1,-2.27829585332833,-0.344202960206512,1.45589141432004,"no",3.73418726764837
"Fringilla",0,0,1,-2.24529949138855,-0.254317005889435,1.58051215955268,"no",3.82581165094123
"Fulica",1,0.5,2,-1.63335562764227,0.028611546847112,1.53886445374904,"no",3.17222008139132
"Fulmarus",2,2,1,-0.723338870946527,0.877281415535198,2.33959679355689,"no",3.06293566450341
"Gallinago",4,2,2,0.36692353710261,1.68895009140047,2.88074199891068,"yes",2.51381846180807
"Gallinula",4,2,2,0.0942394393522431,1.40957923041868,2.60593496879295,"yes",2.51169552944071
"Gavia",4,0.8,5,-0.617087297209247,0.721942023648728,1.95825616185963,"no",2.57534345906887
"Gelochelidon",0,0,1,-2.28362542280223,-0.247901867178517,1.60113447433447,"no",3.88475989713669
"Geococcyx",0,0,1,-2.35091885655647,-0.313920384806268,1.51615771054728,"no",3.86707656710375
"Geothlypis",0,0,6,-2.63610671864896,-0.724165419667322,0.888994941768914,"no",3.52510166041788
"Geotrygon",0,0,2,-2.40867845563393,-0.386928497628604,1.47679991091401,"no",3.88547836654794
"Geranoaetus",0,0,1,-2.37418482483297,-0.353027774759748,1.45914017041855,"no",3.83332499525152
"Glaucidium",2,1,2,-0.590680757474588,1.01894167353102,2.47794565028114,"no",3.06862640775573
"Grus",0,0,1,-2.40470580032599,-0.348007266450264,1.49796049128099,"no",3.90266629160698
"Gymnogyps",0,0,1,-2.23749924542174,-0.290506312705344,1.51435624736407,"no",3.75185549278581
"Gymnorhinus",0,0,1,-2.35588479376471,-0.391418282398564,1.41084197244269,"no",3.7667267662074
"Haematopus",1,0.333333333333333,3,-1.63573832393118,0.0655951584176852,1.55756170919183,"no",3.19330003312301
"Haemorhous",2,0.666666666666667,3,-0.941901189994231,0.520298211576144,1.82161019039364,"no",2.76351138038787
"Haliaeetus",0,0,3,-2.52745208594934,-0.624926070946409,1.02918603471532,"no",3.55663812066466
"Helmitheros",0,0,1,-2.27447433936266,-0.227092322597027,1.6419895977091,"no",3.91646393707176
"Himantopus",0,0,1,-2.29575769393577,-0.286403676079634,1.56027026008023,"no",3.856027954016
"Hirundo",1,1,1,-1.27943522785334,0.569594150200491,2.20172424606376,"no",3.4811594739171
"Histrionicus",0,0,1,-2.35956787418114,-0.317564507593596,1.50624141325376,"no",3.8658092874349
"Hydrobates",0,0,1,-2.33702346276026,-0.355087121855073,1.45008351800568,"no",3.78710698076593
"Hydrocoloeus",0,0,1,-2.29796513475286,-0.234565940228141,1.64934470510107,"no",3.94730983985393
"Hydroprogne",0,0,1,-2.26884978342738,-0.240356258062599,1.61115614069989,"no",3.88000592412728
"Hylocharis",0,0,2,-2.33518233619164,-0.366254522865412,1.4567109905103,"no",3.79189332670194
"Hylocichla",0,0,1,-2.33209309920354,-0.294711818244491,1.57486880847419,"no",3.90696190767774
"Icteria",0,0,1,-2.32572863100561,-0.22627662195173,1.69010646182427,"no",4.01583509282989
"Icterus",6,0.545454545454545,11,-0.430121117644012,0.607976040851137,1.57282687752659,"no",2.0029479951706
"Ictinia",0,0,1,-2.37153344940828,-0.346774009727393,1.46668206174634,"no",3.83821551115462
"Ixobrychus",1,1,1,-1.2901028645923,0.461773018892255,2.05979933551383,"no",3.34990220010612
"Ixoreus",0,0,1,-2.2549662739603,-0.294112106061446,1.49285041218433,"no",3.74781668614464
"Jabiru",0,0,1,-2.30441844441858,-0.274770936240551,1.58466415648596,"no",3.88908260090454
"Jacana",0,0,1,-2.29560628578488,-0.297206129719881,1.5470526977113,"no",3.84265898349618
"Junco",8,2.66666666666667,3,0.872781032652978,1.87267290078981,2.80624492872348,"yes",1.9334638960705
"Jynx",0,0,1,-2.29436005144099,-0.231666673877044,1.6678622169566,"no",3.96222226839758
"Lagopus",1,0.333333333333333,3,-1.73340884657621,-0.121082703076951,1.31380705373744,"no",3.04721590031365
"Lampornis",0,0,1,-2.33300472198538,-0.243544332725933,1.6787938509749,"no",4.01179857296028
"Lanius",1,0.5,2,-1.45784925214891,0.297251878161618,1.87323265390514,"no",3.33108190605405
"Larus",5,0.333333333333333,15,-0.452138515257414,0.682745480488302,1.75981644687899,"no",2.2119549621364
"Laterallus",2,2,1,-0.610897103429797,0.977756414267643,2.36834533874138,"no",2.97924244217118
"Leptotila",1,1,1,-1.14707359488074,0.688108538807788,2.43624250758881,"no",3.58331610246956
"Leucophaeus",0,0,2,-2.44044520050389,-0.3990056449435,1.37660922242067,"no",3.81705442292456
"Leucosticte",8,2,4,0.906311224808885,1.9141546852263,2.8788491419567,"yes",1.97253791714781
"Limnodromus",3,1.5,2,0.0968273327333028,1.51364311243565,2.82343371476371,"yes",2.72660638203041
"Limnothlypis",0,0,1,-2.34025037478152,-0.225309303304213,1.61760412000642,"no",3.95785449478794
"Limosa",0,0,4,-2.54826334203341,-0.702044929456016,0.897299698676876,"no",3.44556304071028
"Locustella",0,0,1,-2.24096665140156,-0.243083833383326,1.64089831633424,"no",3.8818649677358
"Lophodytes",0,0,1,-2.33621937994724,-0.316206010949352,1.52993050809508,"no",3.86614988804232
"Loxia",2,0.666666666666667,3,-0.796624089686588,0.687059964082384,2.0184788957946,"no",2.81510298548119
"Luscinia",0,0,2,-2.41919699058314,-0.425098273480049,1.33485123344973,"no",3.75404822403286
"Lymnocryptes",0,0,1,-2.32665144995427,-0.214521576309075,1.72599216930654,"no",4.05264361926081
"Megaceryle",0,0,2,-2.4420099580385,-0.473090444232644,1.27552554328568,"no",3.71753550132418
"Megascops",0,0,2,-2.38559020306102,-0.432362937811327,1.32322403771579,"no",3.70881424077681
"Melanerpes",0,0,6,-2.72021129982205,-0.995385088851197,0.45688246425251,"no",3.17709376407456
"Melanitta",4,1.33333333333333,3,0.28202423584105,1.54546706426805,2.70688842692022,"yes",2.42486419107917
"Meleagris",0,0,1,-2.34551348929675,-0.428961351337696,1.37171502223771,"no",3.71722851153446
"Melospiza",1,0.333333333333333,3,-1.67935893822013,-0.0897462157648841,1.31573422719645,"no",2.99509316541658
"Melozone",6,2,3,0.525434649450204,1.61226876929538,2.60262213716522,"yes",2.07718748771502
"Mergellus",0,0,1,-2.29309299297838,-0.293856617098765,1.54971354623927,"no",3.84280653921765
"Mergus",1,0.5,2,-1.41894818194616,0.321680647424453,1.83546578723602,"no",3.25441396918217
"Micrathene",0,0,1,-2.35195536450631,-0.289917391071437,1.51886237816434,"no",3.87081774267065
"Mimus",0,0,1,-2.33969389198017,-0.275204334456284,1.62212847402924,"no",3.9618223660094
"Mniotilta",0,0,1,-2.27841248094681,-0.226493594997189,1.64577936163433,"no",3.92419184258114
"Molothrus",0,0,2,-2.47465691619632,-0.592958057891591,1.03916128904926,"no",3.51381820524558
"Morus",0,0,1,-2.35691602684723,-0.387143877658784,1.40603581698671,"no",3.76295184383394
"Motacilla",3,1.5,2,-0.0631429077155985,1.39289962118294,2.73463855932137,"no",2.79778146703697
"Myadestes",0,0,1,-2.3628880456096,-0.300577513245746,1.56327804220258,"no",3.92616608781218
"Mycteria",0,0,1,-2.30049339210289,-0.320966246328338,1.49788191234426,"no",3.79837530444715
"Myiarchus",2,0.4,5,-1.03207481775437,0.417429052166426,1.71676885876843,"no",2.74884367652281
"Myioborus",0,0,1,-2.29309396572424,-0.22684215557918,1.70589414953006,"no",3.9989881152543
"Myiodynastes",0,0,1,-2.3222807900524,-0.325407713252519,1.48139829884358,"no",3.80367908889597
"Myiozetetes",1,1,1,-1.2431746177093,0.609592820491641,2.28044181033308,"no",3.52361642804238
"Nomonyx",0,0,1,-2.30080563874442,-0.316802114314952,1.48834534060998,"no",3.7891509793544
"Nucifraga",0,0,1,-2.35336386781275,-0.381768664395672,1.43442008783191,"no",3.78778395564465
"Numenius",1,0.2,5,-1.69320662465993,-0.120907950571265,1.26577273508631,"no",2.95897935974624
"Nyctanassa",0,0,1,-2.4110476557965,-0.387449535816158,1.43226980553296,"no",3.84331746132945
"Nycticorax",0,0,1,-2.38034068462325,-0.37414725290725,1.41283194080159,"no",3.79317262542484
"Nyctidromus",0,0,1,-2.31022712694221,-0.338925508014572,1.41746626813928,"no",3.7276933950815
"Oceanites",0,0,1,-2.38782556600163,-0.350445064162244,1.43507653660427,"no",3.82290210260591
"Oceanodroma",6,0.6,10,-0.304279281971229,0.841529956266485,1.95541609603593,"no",2.25969537800716
"Oenanthe",0,0,1,-2.33906406022229,-0.309447873085118,1.49707187974181,"no",3.8361359399641
"Onychoprion",0,0,3,-2.366520980824,-0.505310942944316,1.19846698901981,"no",3.56498796984381
"Oporornis",0,0,1,-2.2640699879496,-0.217973842687281,1.67060921155823,"no",3.93467919950783
"Oreortyx",0,0,1,-2.38464635916109,-0.348246448699259,1.53913923665141,"no",3.9237855958125
"Oreoscoptes",0,0,1,-2.30667802030576,-0.277626287756825,1.60207154872082,"no",3.90874956902657
"Oreothlypis",0,0,6,-2.56770879588527,-0.705776095124716,0.900232141156101,"no",3.46794093704137
"Ortalis",2,1,2,-0.77608698318157,0.839429263780529,2.32854110743361,"no",3.10462809061519
"Oxyura",1,1,1,-1.35483739387144,0.527760037908045,2.18586770702489,"no",3.54070510089632
"Pachyramphus",0,0,1,-2.37838149233885,-0.313654148107618,1.51734859818437,"no",3.89573009052322
"Pagophila",0,0,1,-2.27759099479471,-0.240621766917543,1.62086937304519,"no",3.8984603678399
"Pandion",0,0,1,-2.29588314656937,-0.324326578311384,1.48591873677881,"no",3.78180188334818
"Parabuteo",0,0,1,-2.33228281766061,-0.346392835460126,1.47933884060313,"no",3.81162165826374
"Parkesia",0,0,2,-2.36427922917402,-0.373429117319383,1.37132978088816,"no",3.73560901006218
"Passer",0,0,2,-2.39496263934081,-0.38363738542154,1.44582697986218,"no",3.84078961920298
"Passerculus",1,1,1,-1.37221871191167,0.426074543672629,2.01947381649648,"no",3.39169252840815
"Passerella",0,0,1,-2.40171194803708,-0.394137963480337,1.39388957568978,"no",3.79560152372686
"Passerina",0,0,5,-2.5959090333589,-0.731490018394024,0.873061683533287,"no",3.46897071689219
"Patagioenas",0,0,4,-2.52506469521312,-0.593950597305989,1.12211037209956,"no",3.64717506731269
"Pelagodroma",0,0,1,-2.35627751459515,-0.347458979166252,1.4640465874283,"no",3.82032410202344
"Pelecanus",2,1,2,-0.863695084638564,0.697394727985747,2.14081728698289,"no",3.00451237162146
"Perdix",0,0,1,-2.32576112534546,-0.329154747357303,1.49826360555607,"no",3.82402473090154
"Perisoreus",1,1,1,-1.41271913385522,0.423090662770466,2.01014251367353,"no",3.42286164752876
"Petrochelidon",1,0.5,2,-1.53517525862211,0.157035025487023,1.67448464247307,"no",3.20965990109518
"Peucaea",1,0.25,4,-1.79310942341064,-0.221990483484309,1.12460726935196,"no",2.91771669276259
"Peucedramus",0,0,1,-2.32978825345583,-0.309744299259106,1.54371354416396,"no",3.87350179761979
"Phaethon",1,0.333333333333333,3,-1.61733639226907,0.0787287687467938,1.60392442325413,"no",3.22126081552319
"Phainopepla",0,0,1,-2.32797593904494,-0.334769996410721,1.47169332098409,"no",3.79966926002903
"Phalacrocorax",1,0.166666666666667,6,-1.93274608699961,-0.360399195733487,1.08391382492105,"no",3.01665991192065
"Phalaenoptilus",0,0,1,-2.3487564683621,-0.33308694809419,1.48930223320931,"no",3.83805870157141
"Phalaropus",0,0,3,-2.46168669049953,-0.606772062574268,1.03609238537389,"no",3.49777907587342
"Phasianus",0,0,1,-2.31988475170799,-0.329689504002531,1.48542126541557,"no",3.80530601712356
"Pheucticus",0,0,2,-2.41458204377367,-0.443726989207701,1.30069574783103,"no",3.7152777916047
"Phoebastria",0,0,3,-2.54834061452186,-0.668758192431716,0.966720703159541,"no",3.5150613176814
"Phoebetria",0,0,1,-2.32584668082786,-0.362727801425243,1.45100801646331,"no",3.77685469729116
"Phoenicopterus",1,1,1,-1.36005981616462,0.446083125752941,2.10002734023429,"no",3.46008715639891
"Phylloscopus",2,0.666666666666667,3,-0.737499163071181,0.836099487143935,2.25295148561225,"no",2.99045064868343
"Pica",1,0.5,2,-1.37443174900775,0.328332818225594,1.8747424416182,"no",3.24917419062595
"Picoides",7,0.7,10,-0.222741742722467,0.814939754392349,1.7894594279914,"no",2.01220117071387
"Pinguinus",0,0,1,-2.24213736796193,-0.269896459102015,1.53926735867399,"no",3.78140472663592
"Pinicola",0,0,1,-2.38705552374382,-0.339334399463849,1.47126469728669,"no",3.85832022103051
"Pipilo",4,1.33333333333333,3,-0.144220416089253,1.08124545479018,2.18723109979886,"no",2.33145151588812
"Piranga",1,0.25,4,-1.62240197071901,0.0680567543058144,1.55028268538305,"no",3.17268465610205
"Pitangus",1,1,1,-1.19679448410929,0.637738028499513,2.31511501983118,"no",3.51190950394047
"Platalea",0,0,2,-2.39757117020628,-0.417872503610215,1.33468092265473,"no",3.732252092861
"Plectrophenax",0,0,2,-2.4805250854822,-0.46008724025601,1.28272163223083,"no",3.76324671771303
"Plegadis",0,0,2,-2.48148493766152,-0.485393117962548,1.24523926451027,"no",3.7267242021718
"Pluvialis",2,0.5,4,-1.03517966489584,0.465190355104954,1.84472976767944,"no",2.87990943257527
"Podiceps",1,0.333333333333333,3,-1.63705765988565,0.0356103643323191,1.51458342048776,"no",3.15164108037341
"Podilymbus",0,0,1,-2.31396866442557,-0.356991516926053,1.42166305866707,"no",3.73563172309264
"Poecile",0,0,7,-2.86563346744038,-1.03498695268337,0.527750742710989,"no",3.39338421015137
"Polioptila",4,1,4,-0.26239811153677,1.01239758000334,2.18883481175652,"no",2.45123292329329
"Polysticta",0,0,1,-2.30358773318418,-0.312608639442568,1.47739097153523,"no",3.78097870471941
"Pooecetes",0,0,1,-2.34045677577433,-0.382276133001357,1.37732162778748,"no",3.71777840356182
"Porphyrio",0,0,1,-2.35060325394711,-0.424097360582244,1.33426281271646,"no",3.68486606666357
"Porzana",0,0,2,-2.51165181969618,-0.634607344512812,1.00683950695334,"no",3.51849132664952
"Progne",4,1.33333333333333,3,-0.0262441738008737,1.21779572549449,2.37521594382059,"no",2.40146011762146
"Protonotaria",0,0,1,-2.31764868152445,-0.239759481080073,1.71843043539723,"no",4.03607911692168
"Prunella",0,0,1,-2.26668886690983,-0.247391195168691,1.60466798066222,"no",3.87135684757205
"Psaltriparus",2,2,1,-0.554315586585656,1.08348624314438,2.58412497041752,"no",3.13844055700318
"Psiloscops",0,0,1,-2.30678571090328,-0.287644634657996,1.54290533725138,"no",3.84969104815466
"Pterodroma",3,0.5,6,-0.910255730775983,0.432849583840264,1.66464047663783,"no",2.57489620741381
"Ptychoramphus",0,0,1,-2.26798213409513,-0.269254854961954,1.58665516814465,"no",3.85463730223978
